Jan 3 2007  , 1416.60	
Jan 10 2007 , 1414.85	
Jan 17 2007 , 1430.62
Jan 24 2007 , 1440.13	
Jan 31 2007 , 1438.24	
Feb 7 2007  , 1450.02
Feb 14 2007 , 1455.30
Feb 21 2007 , 1457.63	
Feb 28 2007 , 1406.82	
Mar 7 2007  , 1391.97	
Mar 14 2007 , 1387.17
Mar 21 2007 , 1435.04
Mar 28 2007 , 1417.23	
Apr 4 2007  , 1439.37	
Apr 11 2007 , 1438.87
Apr 18 2007 , 1472.50
Apr 25 2007 , 1495.42
May 2 2007  , 1495.92
May 9 2007  , 1512.58
May 16 2007 , 1514.14	
May 23 2007 , 1522.28	
May 30 2007 , 1530.23	
Jun 6 2007  , 1517.38	
Jun 13 2007 , 1515.67
Jun 20 2007 , 1512.84
Jun 27 2007 , 1506.34
Jul 11 2007 , 1518.76
Jul 18 2007 , 1546.17	
Jul 25 2007 , 1518.09
Aug 1 2007  , 1465.81	
Aug 8 2007  , 1497.49
Aug 15 2007 , 1406.70
Aug 22 2007 , 1464.07
Aug 29 2007 , 1463.76	
Sep 5 2007  , 1472.29	
Sep 12 2007 , 1471.56	
Sep 19 2007 , 1529.03	
Sep 26 2007 , 1525.42	
Oct 3 2007  , 1539.59
Oct 10 2007 , 1562.47	
Oct 17 2007 , 1541.24	
Oct 24 2007 , 1515.88	
Oct 31 2007 , 1549.38
Nov 7 2007  , 1475.62
Nov 14 2007 , 1470.58
Nov 21 2007 , 1416.77	
Nov 28 2007 , 1469.02	
Dec 5 2007  , 1485.01	 
Dec 12 2007 , 1486.59
Dec 19 2007 , 1453.00
Dec 31 2007 , 1468.36
